StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q9,Q8,Q7,Q5,Q6,Q11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q15,Q16,Q17,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_10_TEXT,Q23,Raffle,SC0,Score
2025-04-06 22:12:55,2025-04-06 22:15:18,IP Address,69.6.101.135,100,143,True,2025-04-06 22:15:19,R_3gGCrAKn4Fv3ZCN,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Biology,,,,Yes,Psychology,No,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I am not very interested and would be unlikely to participate in these sorts of events,Somewhat interested,Somewhat interested,,Somewhat disinterested,Somewhat disinterested,Strongly disinterested,Somewhat interested,Very interested,Somewhat interested,,,N/A,Yes,50,50
2025-04-07 08:11:39,2025-04-07 10:28:00,IP Address,69.6.101.168,100,8180,True,2025-04-07 10:28:01,R_7iFpJjEKxNCVX77,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Neuroscience,,,,No,,"Outdoor Studies, SSES",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,I would be very interested and would like to attend these sorts of events,I am neither interested nor disinterested,I am not very interested and would be unlikely to participate in these sorts of events,Very interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Somewhat disinterested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,,,"In terms of a biology club, we already have tri beta as an organization involving many biology majors. Maybe if the Bio department could sponsor the fee needed to join tri Beta it would help to decrease barriers to connecting with other biology students. Some colleges also have a program that pays for lunch/coffee at a local restaurant with professors—that could be a cool program to foster connections with faculty.",Yes,48,48
2025-04-07 10:37:51,2025-04-07 10:41:50,IP Address,104.28.55.58,100,238,True,2025-04-07 10:41:50,R_3owmKWjJid2Up3I,,,,,43.0483,-76.1468,anonymous,EN,2026 (junior),Yes,Biology,,,,No,,Public Health,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,I would be somewhat interested and would attend some of these events,I would be somewhat interested and might get involved with a club like this,I would be somewhat interested and might participate in some of these events,Somewhat interested,Neither interested nor disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,"Community Service Projects
- blood drives, cleanups etc

Peer mentorship Program
- pair underclassmen with upperclassmen

",Yes,54,54
2025-04-07 11:34:02,2025-04-07 11:36:44,IP Address,69.6.101.170,100,161,True,2025-04-07 11:36:44,R_6CqHYY1nhn6R9zD,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Neuroscience,,,,No,,Political Science,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would be somewhat interested and would attend some of these events,I would be somewhat interested and might get involved with a club like this,I am neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Very interested,Somewhat interested,Somewhat disinterested,Neither interested nor disinterested,Very interested,Very interested,Neither interested nor disinterested,,,,Yes,44,44
2025-04-07 11:57:11,2025-04-07 11:59:16,IP Address,69.6.101.130,100,124,True,2025-04-07 11:59:17,R_3pLMHEaY2zOIojn,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Biomedical Sciences,,,,No,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,,,,Yes,41,41
2025-04-07 12:10:11,2025-04-07 12:14:31,IP Address,172.225.28.130,100,260,True,2025-04-07 12:14:31,R_33Uu62GiZcXXyH7,,,,,43.1115,-76.1834,anonymous,EN,2027 (sophomore),Yes,Conservation Biology,,,,No,,Outdoor Studies,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,I would be somewhat interested and would attend some of these events,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Very interested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Somewhat interested,Very interested,Very interested,Somewhat interested,,,,Yes,45,45
2025-04-07 12:55:56,2025-04-07 12:58:24,IP Address,69.6.101.135,100,148,True,2025-04-07 12:58:25,R_3G6rC2I4TbDxPL4,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Conservation Biology,,,,No,,Spanish,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat disinterested,Somewhat interested,Somewhat interested,Very interested,Very interested,Neither interested nor disinterested,,,,Yes,50,50
2025-04-07 13:00:14,2025-04-07 13:02:15,IP Address,69.6.101.217,100,120,True,2025-04-07 13:02:16,R_7p6nputtiuZzvJY,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,Yes,Religious Studies - Planned,None,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Very interested,Neither interested nor disinterested,Somewhat interested,Somewhat disinterested,Somewhat interested,Somewhat interested,Somewhat disinterested,,,,Yes,49,49
2025-04-07 13:00:01,2025-04-07 13:02:22,IP Address,69.6.101.171,100,140,True,2025-04-07 13:02:23,R_7IrXyzFvwtMMBFf,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,No,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am neither interested nor disinterested,I am neither interested nor disinterested,I am neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,,,Yes,54,54
2025-04-07 13:00:11,2025-04-07 13:03:06,IP Address,69.6.101.165,100,175,True,2025-04-07 13:03:06,R_3OwankNEnQe87T6,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biochemistry,,No,,Chemistry,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would be somewhat interested and would attend some of these events,I am neither interested nor disinterested,I would be somewhat interested and might participate in some of these events,Somewhat interested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,,,Yes,51,51
2025-04-07 13:00:36,2025-04-07 13:04:43,IP Address,69.6.101.148,100,247,True,2025-04-07 13:04:44,R_63m7JGpo081wSLr,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),Yes,Conservation Biology,,,,No,,Spanish and English,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,I am not very interested and would be unlikely to attend these events,I would be somewhat interested and might get involved with a club like this,I would be somewhat interested and might participate in some of these events,Somewhat disinterested,Somewhat disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Somewhat disinterested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,Somewhat interested,Strongly disinterested,,,Yes,60,60
2025-04-07 14:04:49,2025-04-07 14:07:08,IP Address,69.6.101.182,100,139,True,2025-04-07 14:07:09,R_3ROCatvc767G6PC,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Neuroscience,,,,No,,English,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,I would be very interested and would like to attend these sorts of events,I would be somewhat interested and might get involved with a club like this,I would be somewhat interested and might participate in some of these events,Very interested,Somewhat interested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Very interested,Very interested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,,,Yes,55,55
2025-04-07 14:13:07,2025-04-07 14:18:39,IP Address,69.6.101.131,100,332,True,2025-04-07 14:18:39,R_7IoVaAeIvB84StE,,,,,44.5928,-75.1726,anonymous,EN,2025 (senior),Yes,Conservation Biology,,,,No,,Religious studies and African studies,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Very interested,Somewhat interested,,,,Yes,40,40
2025-04-08 08:56:34,2025-04-08 09:19:16,IP Address,69.6.101.236,100,1361,True,2025-04-08 09:19:16,R_17mKhpRhcKR5Kox,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Conservation Biology,,,,Yes,geology,spanish,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat disinterested,Very interested,Very interested,Somewhat interested,Neither interested nor disinterested,,"I really like the outing idea. it'll bring bio majors together despite the diverse interests within the department. the seminar series would also be very cool! the geo dep. does something similar rather successfully. ",Yes,51,51
2025-04-08 09:26:41,2025-04-08 09:30:35,IP Address,172.226.205.98,100,234,True,2025-04-08 09:30:36,R_51jWY1I8MjBlOV3,,,,,43.0483,-76.1468,anonymous,EN,2025 (senior),Yes,Biomedical Sciences,,,,No,,"Sports Studies and Exercise Science ",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,I am neither interested nor disinterested,I am neither interested nor disinterested,I am neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,,,,Yes,56,56
2025-04-08 11:16:00,2025-04-08 11:19:22,IP Address,69.6.101.155,100,202,True,2025-04-08 11:19:23,R_3CBARKQ4HNLUafK,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),No,,Not planning a biology-related major,,Computer science,Yes,Unsure,Not necessarily,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I am neither interested nor disinterested,I would be somewhat interested and might get involved with a club like this,I would be somewhat interested and might participate in some of these events,Neither interested nor disinterested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,,,,Yes,49,49
2025-04-08 11:53:25,2025-04-08 11:56:13,IP Address,69.6.101.106,100,167,True,2025-04-08 11:56:13,R_7EmA9Gu39TNICs1,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Conservation Biology,,,,No,,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,I would be very interested and would like to attend these sorts of events,I would be somewhat interested and might get involved with a club like this,I would be somewhat interested and might participate in some of these events,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Very interested,Very interested,Very interested,Neither interested nor disinterested,,,,Yes,38,38
2025-04-08 12:38:06,2025-04-08 12:43:07,IP Address,69.6.101.207,100,301,True,2025-04-08 12:43:08,R_3j9kn2NKj84mM6z,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Neuroscience,,,,No,,chemistry and maybe gender studies,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,I would be somewhat interested and would attend some of these events,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested,Very interested,Somewhat interested,,,,Yes,40,40
2025-04-08 12:43:08,2025-04-08 12:46:06,IP Address,69.6.101.195,100,177,True,2025-04-08 12:46:07,R_3dRRaAKZOBfpnA3,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biology - Physics,,Yes,Physics,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,,,Yes,46,46
2025-04-08 12:45:16,2025-04-08 12:55:35,IP Address,69.6.101.153,100,618,True,2025-04-08 12:55:35,R_3s9zWz3kFKvXCdX,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,No,,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,,,,,,"I think you guys are doing great ",Yes,36,36
2025-04-08 12:59:04,2025-04-08 13:01:40,IP Address,174.197.196.213,100,156,True,2025-04-08 13:01:41,R_6HG57c65TaZ8N9B,,,,,42.7836,-73.9428,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biology,,No,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be somewhat interested and might get involved with a club like this,I am not very interested and would be unlikely to participate in these sorts of events,Somewhat disinterested,Somewhat interested,Strongly disinterested,Strongly disinterested,Strongly disinterested,Somewhat disinterested,Very interested,Very interested,Very interested,,,,Yes,58,58
