StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q9,Q8,Q7,Q5,Q6,Q11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q15,Q16,Q17,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_10_TEXT,Q23,Raffle,SC0,Score
2025-04-07 13:00:11,2025-04-07 13:03:06,0,69.6.101.165,100,175,1,2025-04-07 13:03:06,R_3OwankNEnQe87T6,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,1,,1,,Chemistry,4,4,4,4,3,4,2,3,2,2,3,2,2,2,3,2,2,2,3,,,1,51,51
2025-04-07 13:00:36,2025-04-07 13:04:43,0,69.6.101.148,100,247,1,2025-04-07 13:04:44,R_63m7JGpo081wSLr,,,,,44.5928,-75.1726,anonymous,EN,4,1,5,,,,1,,Spanish and English,4,4,4,5,4,4,4,2,2,4,4,3,3,4,2,2,3,2,5,,,1,60,60
2025-04-07 14:04:49,2025-04-07 14:07:08,0,69.6.101.182,100,139,1,2025-04-07 14:07:09,R_3ROCatvc767G6PC,,,,,44.5928,-75.1726,anonymous,EN,3,1,7,,,,1,,English,5,5,4,5,3,5,1,2,2,1,2,3,3,3,1,1,3,3,3,,,1,55,55
2025-04-07 14:13:07,2025-04-07 14:18:39,0,69.6.101.131,100,332,1,2025-04-07 14:18:39,R_7IoVaAeIvB84StE,,,,,44.5928,-75.1726,anonymous,EN,1,1,5,,,,1,,Religious studies and African studies,2,2,4,4,5,1,1,1,1,3,2,2,2,2,2,1,1,2,,,,1,40,40
2025-04-08 08:56:34,2025-04-08 09:19:16,0,69.6.101.236,100,1361,1,2025-04-08 09:19:16,R_17mKhpRhcKR5Kox,,,,,44.5928,-75.1726,anonymous,EN,3,1,5,,,,2,geology,spanish,4,4,4,5,4,5,2,1,1,2,1,1,2,2,4,1,1,2,3,,"I really like the outing idea. it'll bring bio majors together despite the diverse interests within the department. the seminar series would also be very cool! the geo dep. does something similar rather successfully. ",1,51,51
2025-04-08 09:26:41,2025-04-08 09:30:35,0,172.226.205.98,100,234,1,2025-04-08 09:30:36,R_51jWY1I8MjBlOV3,,,,,43.0483,-76.1468,anonymous,EN,1,1,2,,,,1,,"Sports Studies and Exercise Science ",4,4,4,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,,,,1,56,56
2025-04-08 11:16:00,2025-04-08 11:19:22,0,69.6.101.155,100,202,1,2025-04-08 11:19:23,R_3CBARKQ4HNLUafK,,,,,44.5928,-75.1726,anonymous,EN,3,2,,3,,Computer science,2,Unsure,Not necessarily,4,3,4,4,3,4,3,2,2,3,3,2,2,3,3,2,2,3,,,,1,49,49
2025-04-08 11:53:25,2025-04-08 11:56:13,0,69.6.101.106,100,167,1,2025-04-08 11:56:13,R_7EmA9Gu39TNICs1,,,,,44.5928,-75.1726,anonymous,EN,2,1,5,,,,1,,,3,4,2,2,3,4,1,2,2,2,2,1,2,2,1,1,1,3,,,,1,38,38
2025-04-08 12:38:06,2025-04-08 12:43:07,0,69.6.101.207,100,301,1,2025-04-08 12:43:08,R_3j9kn2NKj84mM6z,,,,,44.5928,-75.1726,anonymous,EN,2,1,7,,,,1,,chemistry and maybe gender studies,3,4,2,4,4,4,2,2,1,2,2,1,1,2,2,1,1,2,,,,1,40,40
2025-04-08 12:43:08,2025-04-08 12:46:06,0,69.6.101.195,100,177,1,2025-04-08 12:46:07,R_3dRRaAKZOBfpnA3,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,4,,2,Physics,,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,46,46
2025-04-08 12:45:16,2025-04-08 12:55:35,0,69.6.101.153,100,618,1,2025-04-08 12:55:35,R_3s9zWz3kFKvXCdX,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,2,,1,,No,3,4,4,4,3,5,2,1,1,1,1,1,1,1,1,,,,,,"I think you guys are doing great ",1,36,36
2025-04-08 12:59:04,2025-04-08 13:01:40,0,174.197.196.213,100,156,1,2025-04-08 13:01:41,R_6HG57c65TaZ8N9B,,,,,42.7836,-73.9428,anonymous,EN,4,2,,1,3,,1,,,4,4,4,4,3,5,2,2,4,4,2,5,5,5,4,1,1,1,,,,1,58,58
2025-04-08 13:06:07,2025-04-08 13:08:14,0,69.6.101.138,100,126,1,2025-04-08 13:08:14,R_1KcBw3ubHFAq923,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,2,,1,,,5,5,5,5,3,5,3,2,1,3,3,2,2,2,2,1,1,2,,,,1,51,51
2025-04-08 15:01:09,2025-04-08 15:03:43,0,104.28.55.231,100,153,1,2025-04-08 15:03:43,R_579xEY23tM4SD1i,,,,,40.6186,-73.9272,anonymous,EN,4,2,,1,3,,1,,Education,4,4,4,2,5,4,2,1,1,1,1,1,1,2,1,2,2,1,,,Have game nights or study sessions,1,42,42
2025-04-08 15:00:23,2025-04-08 15:04:44,0,69.6.101.250,100,260,1,2025-04-08 15:04:44,R_6qdP8P3Mhvx8hDk,,,,,44.5928,-75.1726,anonymous,EN,1,1,7,,,,2,"Global Studies ",Asian Studies,4,5,4,2,4,5,1,2,1,1,2,1,1,1,1,1,3,1,,,"What I know works with other, smaller departments are organised evenings with snacks where there may be casual presentations of students' personal projects within their major.",1,41,41
2025-04-08 15:02:11,2025-04-08 15:04:56,0,69.6.101.191,100,165,1,2025-04-08 15:04:57,R_3vbbEw7j43Lha3D,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,2,,2,Psychology,,4,4,4,3,4,4,1,1,2,1,1,2,4,1,2,1,1,1,,,More opportunities to meet with faculty for closer relationships and mentoring.,1,44,44
2025-04-08 15:01:20,2025-04-08 15:07:43,0,69.6.101.144,100,382,1,2025-04-08 15:07:43,R_3plHR4ElEvggpJD,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,7,,2,Planned bio or chem,"Possibly chem, bio, or public health, depending if I double major",4,4,4,4,4,5,2,1,1,2,2,1,3,2,1,1,1,1,,,I think having some sort of club similar to the geology department would be a great way to get biology students interacting and getting to know each other outside of class.,1,45,45
2025-04-09 12:49:24,2025-04-09 12:51:46,0,104.28.57.58,100,142,1,2025-04-09 12:51:47,R_57A5VaLysUTN7Hz,,,,,43.0483,-76.1468,anonymous,EN,3,1,3,,,,1,,"English, Chemistry",4,4,5,2,3,5,2,4,2,2,2,2,2,4,4,4,2,2,,,,1,52,52
2025-04-09 12:50:05,2025-04-09 12:52:17,0,69.6.101.199,100,131,1,2025-04-09 12:52:18,R_6eb8l7QWEpwV1qT,,,,,44.5928,-75.1726,anonymous,EN,1,1,3,,,,2,"Art and Art History ",,5,5,4,5,4,3,2,4,1,3,3,3,2,2,2,1,4,1,,,,1,51,51
2025-04-09 12:49:24,2025-04-09 12:52:50,0,69.6.101.155,100,206,1,2025-04-09 12:52:51,R_63v5iIcBqTRh4H3,,,,,44.5928,-75.1726,anonymous,EN,3,1,1,,,,1,,,5,5,4,4,3,5,2,1,1,2,2,1,1,2,2,2,2,2,,,The physics department has a weekly gathering where students and faculty can get together and talk about anything. I think that would be really nice.,1,47,47
2025-04-09 12:50:01,2025-04-09 12:53:55,0,69.6.101.158,100,234,1,2025-04-09 12:53:56,R_5iVfks0RE4PQFGN,,,,,44.5928,-75.1726,anonymous,EN,3,1,2,,,,1,,"Yes, chemistry and psychology ",4,2,4,4,4,5,2,1,4,2,2,4,4,4,2,1,2,2,,,"Open office hours from faculty to help guide students in their future, not just advising meetings",1,51,51
2025-04-10 20:14:49,2025-04-10 20:20:25,0,69.6.101.173,100,335,1,2025-04-10 20:20:25,R_1QXJ3dgHKaLX9mS,,,,,44.5928,-75.1726,anonymous,EN,3,1,7,,,,1,,,4,4,3,4,3,4,1,2,1,4,4,4,4,4,2,2,2,2,,,"Fun events as mentioned in the survey, like having more speakers, would be cool. Another idea would be lab-like experiences run by the professors or senior students that are special or cool, that students could come to watch. In intro to neuroscience, we talked about seeing a human brain as opposed to a cow brain, and I think seeing that in person could be really cool if a professor were to dissect and allow students to watch. ",1,53,53
2025-04-11 11:21:32,2025-04-11 11:24:46,0,69.6.101.182,100,194,1,2025-04-11 11:24:47,R_3s0CHt15ol2JupK,,,,,44.5928,-75.1726,anonymous,EN,1,1,2,,,,1,,Performance and Communication Arts,4,4,4,5,4,5,1,1,1,2,1,1,1,2,2,1,1,1,,,"Bird watching club
",1,44,44
2025-04-07 20:49:28,2025-04-13 13:30:24,0,69.6.101.206,100,492056,1,2025-04-13 13:30:25,R_7PKTuUe4NNdku20,,,,,44.5928,-75.1726,anonymous,EN,2,1,7,,,,1,,I plan to pursue a philosophy minor,2,5,3,4,4,4,1,2,1,1,1,1,2,3,2,1,1,1,,,"I think there's a large disconnect between students and professors who they haven't been taught by. For instance, a student may be very familiar with Dr. Temkin but have never spoken to Dr. Estevez. I think finding a way to bridge this gap between students and teachers would be crucial. This could lead to nurturing a greater community within the department. I am personally guilty of this besides talking with some professors in passing or while I'm in the major's room.",1,41,41
2025-04-13 13:32:50,2025-04-13 13:49:55,0,69.6.101.206,100,1025,1,2025-04-13 13:49:55,R_1KPCpbNkkJyHwnz,,,,,44.5928,-75.1726,anonymous,EN,2,1,7,,,,1,,Planning to pursue a philosophy minor,2,4,2,2,4,5,1,2,1,1,2,2,3,3,1,1,1,2,,,"I think that a biology club is a great idea as it provides opportunities to individuals across the entire department. The only issue I see is that it lacks the positives that more major-focused clubs provide. For instance, the neuroscience major includes students who are both pre-PHD and pre-health. A neuroscience major allows these students to meet with students, faculty, doctors, and researchers, providing both groups with the necessary connections. With just a biology club, these students may only get the opportunity to meet with a single individual who may not even cater to their specific track. I think that a biology club, if implemented, should focus more on fostering the community within the department and supporting the clubs that work with specific majors. I think any upperclassmen in the department know how close the biology community is, but I found that there is a large disconnect between students and professors who they've never learned under. I think that some students may be interested in a certain professor's research but feel uncomfortable when approaching them. By organizing more events, I think that students can build relationships with professors who they have never been taught by.",1,40,40
2025-04-07 08:12:31,2025-04-07 08:13:31,0,69.6.101.121,56,59,0,2025-04-14 08:13:32,R_1GCCnem6hAagalK,,,,,44.5928,-75.1726,anonymous,EN,3,1,7,,,,2,"Mathematics ",,,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-14 09:07:39,2025-04-14 09:11:16,0,69.6.101.128,100,217,1,2025-04-14 09:11:17,R_5iecoY6ZNSEEsN3,,,,,44.5928,-75.1726,anonymous,EN,3,1,3,,,,2,"English ",,4,4,4,4,4,5,2,4,4,4,2,1,2,4,4,2,4,4,,,"Instead of broad ""Biology"" events, it'd be neat to have an event say specifically for neuro majors, one for con bio majors, etc, on top of one or two larger biology events.",1,57,57
2025-04-14 11:04:19,2025-04-14 11:09:50,0,69.6.101.137,100,330,1,2025-04-14 11:09:51,R_6gsZ6FxTuXTBWrT,,,,,44.5928,-75.1726,anonymous,EN,3,2,,3,,"Psychology and public health ",2,"Public health ",,4,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,46,46
2025-04-14 12:50:22,2025-04-14 12:55:27,0,69.6.101.156,100,304,1,2025-04-14 12:55:28,R_6Hp312sD1nTTc20,,,,,44.5928,-75.1726,anonymous,EN,2,2,,3,,Pre-health chemistry,1,,No,4,3,4,4,2,3,2,4,1,2,2,2,4,4,4,2,4,2,,,,1,51,51
2025-04-07 12:59:40,2025-04-07 12:59:55,0,69.6.101.184,44,15,0,2025-04-14 12:59:56,R_6CwFbe3Ijmrpeer,,,,,44.5928,-75.1726,anonymous,EN,3,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-07 12:57:34,2025-04-07 12:59:58,0,69.6.101.136,56,144,0,2025-04-14 13:00:03,R_6pPpNbVPfXmjvAd,,,,,44.5928,-75.1726,anonymous,EN,2,1,2,,,,2,"Public health ",No,,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-07 12:59:36,2025-04-07 13:00:26,0,69.6.101.200,56,49,0,2025-04-14 13:00:27,R_732qK9GwmUk1NzZ,,,,,44.5928,-75.1726,anonymous,EN,4,1,2,,,,1,,"I am planning to do chemistry ",,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-07 12:57:28,2025-04-07 13:00:40,0,69.6.101.191,61,191,0,2025-04-14 13:00:42,R_7Pk7pUMU4WCwx1f,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,2,,2,not sure,not sure,3,4,3,3,4,5,,,,,,,,,,,,,,,,,27,
2025-04-07 12:59:28,2025-04-07 13:01:12,0,69.6.101.126,61,104,0,2025-04-14 13:01:16,R_7eK98tLDCl7qtc1,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,7,,2,,,4,4,5,4,3,5,,,,,,,,,,,,,,,,,30,
2025-04-07 13:00:40,2025-04-07 13:01:17,0,69.6.101.230,56,37,0,2025-04-14 13:01:18,R_3kyXfvxva0a5dTJ,,,,,44.5928,-75.1726,anonymous,EN,4,2,,1,2,,1,,spanish,,,,,,,,,,,,,,,,,,,,,,,5,
2025-04-07 13:00:33,2025-04-07 13:02:28,0,104.28.57.58,61,114,0,2025-04-14 13:02:29,R_6L7GDu45Yp136FP,,,,,43.0483,-76.1468,anonymous,EN,4,2,,1,1,,1,,Chemistry,4,5,4,4,3,,,,,,,,,,,,,,,,,,25,
2025-04-14 15:25:37,2025-04-14 15:30:47,0,69.6.101.199,100,310,1,2025-04-14 15:30:47,R_7VrN5JHid4js1iu,,,,,44.5928,-75.1726,anonymous,EN,2,1,7,,,,1,,"Chemistry ",4,4,3,4,3,5,2,1,2,1,2,4,4,2,1,1,1,1,3,,,1,48,48
2025-04-07 17:56:45,2025-04-07 17:56:54,0,69.6.101.230,11,9,0,2025-04-14 17:56:56,R_7es2OFvN3BwfrYU,,,,,44.5928,-75.1726,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025-04-14 21:16:32,2025-04-14 21:22:50,0,69.6.101.248,100,377,1,2025-04-14 21:22:51,R_5ySRPXyej2FBhCN,,,,,44.5928,-75.1726,anonymous,EN,2,1,2,,,,1,,yes in SSES,2,2,4,4,4,2,1,1,1,2,2,3,3,3,1,1,1,1,,,"I feel like if there were more oppertunities to meet professors in the biology department that would be helpful. I also think hosting activities like kayaking would be cool or even having faculty more involved in events on campus. One of my biology professors goes to karoke night and she loves to attend cool events on campus. ",1,40,40
